exercise_item_ID	exercise_type	exercise_instruction	exercise_item	example_solution	response	participant_ID	teacher_correction	teacher_error_annotation
elSubjuntivo_4.2	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Y no es posible que ustedes ahora no vean que efectivamente <gap> el caso. (ser)	es	es	ES_4	True	N/A
elSubjuntivo_4.2	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Y no es posible que ustedes ahora no vean que efectivamente <gap> el caso. (ser)	es	es	ES_5	True	N/A
elSubjuntivo_5.1	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Me imaginaba que el mundo <gap> un lugar mejor si todos tuviéramos una actitud que respetara más la opinión de los demás. (ser)	sería	sería	ES_1	True	N/A
elSubjuntivo_5.1	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Me imaginaba que el mundo <gap> un lugar mejor si todos tuviéramos una actitud que respetara más la opinión de los demás. (ser)	sería	sería	ES_2	True	N/A
elSubjuntivo_5.1	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Me imaginaba que el mundo <gap> un lugar mejor si todos tuviéramos una actitud que respetara más la opinión de los demás. (ser)	sería	sería	ES_3	True	N/A
elSubjuntivo_5.1	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Me imaginaba que el mundo <gap> un lugar mejor si todos tuviéramos una actitud que respetara más la opinión de los demás. (ser)	sería	fuera	ES_4	False	N/A
elSubjuntivo_5.1	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Me imaginaba que el mundo <gap> un lugar mejor si todos tuviéramos una actitud que respetara más la opinión de los demás. (ser)	sería	sería	ES_5	True	N/A
elSubjuntivo_5.2	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Me imaginaba que el mundo sería un lugar mejor si todos tuviéramos una actitud que <gap> más la opinión de los demás. (respetar)	respetara	respetara	ES_1	True	N/A
elSubjuntivo_5.2	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Me imaginaba que el mundo sería un lugar mejor si todos tuviéramos una actitud que <gap> más la opinión de los demás. (respetar)	respetara	respectara	ES_2	False	N/A
elSubjuntivo_5.2	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Me imaginaba que el mundo sería un lugar mejor si todos tuviéramos una actitud que <gap> más la opinión de los demás. (respetar)	respetara	respetara	ES_3	True	N/A
elSubjuntivo_5.2	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Me imaginaba que el mundo sería un lugar mejor si todos tuviéramos una actitud que <gap> más la opinión de los demás. (respetar)	respetara	respetar	ES_4	False	N/A
elSubjuntivo_5.2	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Me imaginaba que el mundo sería un lugar mejor si todos tuviéramos una actitud que <gap> más la opinión de los demás. (respetar)	respetara	respeta	ES_5	False	N/A
elSubjuntivo_6	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Su compromiso y dedicación contribuyeron a que el proyecto <gap> éxito. (tener)	tuviera	tuviera	ES_1	True	N/A
elSubjuntivo_6	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Su compromiso y dedicación contribuyeron a que el proyecto <gap> éxito. (tener)	tuviera	tuviera	ES_2	True	N/A
elSubjuntivo_6	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Su compromiso y dedicación contribuyeron a que el proyecto <gap> éxito. (tener)	tuviera	tuviera	ES_3	True	N/A
elSubjuntivo_6	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Su compromiso y dedicación contribuyeron a que el proyecto <gap> éxito. (tener)	tuviera	tuviera	ES_4	True	N/A
elSubjuntivo_6	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Su compromiso y dedicación contribuyeron a que el proyecto <gap> éxito. (tener)	tuviera	tiene	ES_5	False	N/A
elSubjuntivo_7	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	El equipo de investigación confirmó que <gap> una relación entre los factores ambientales y la salud de la población local. (haber)	había	había	ES_1	True	N/A
elSubjuntivo_7	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	El equipo de investigación confirmó que <gap> una relación entre los factores ambientales y la salud de la población local. (haber)	había	había	ES_2	True	N/A
elSubjuntivo_7	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	El equipo de investigación confirmó que <gap> una relación entre los factores ambientales y la salud de la población local. (haber)	había	había	ES_3	True	N/A
elSubjuntivo_7	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	El equipo de investigación confirmó que <gap> una relación entre los factores ambientales y la salud de la población local. (haber)	había	hay	ES_4	True	N/A
elSubjuntivo_7	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	El equipo de investigación confirmó que <gap> una relación entre los factores ambientales y la salud de la población local. (haber)	había	había	ES_5	True	N/A
elSubjuntivo_8.1	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	No entiendo que <gap> tan difícil de comprender, cuando hay tanta información disponible para ayudar a entender el tema que estamos tratando en esta clase. (ser)	sea	es	ES_1	False	N/A
elSubjuntivo_8.1	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	No entiendo que <gap> tan difícil de comprender, cuando hay tanta información disponible para ayudar a entender el tema que estamos tratando en esta clase. (ser)	sea	sea	ES_2	True	N/A
elSubjuntivo_8.1	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	No entiendo que <gap> tan difícil de comprender, cuando hay tanta información disponible para ayudar a entender el tema que estamos tratando en esta clase. (ser)	sea	fuera	ES_3	True	N/A
elSubjuntivo_8.1	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	No entiendo que <gap> tan difícil de comprender, cuando hay tanta información disponible para ayudar a entender el tema que estamos tratando en esta clase. (ser)	sea	es	ES_4	False	N/A
elSubjuntivo_8.1	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	No entiendo que <gap> tan difícil de comprender, cuando hay tanta información disponible para ayudar a entender el tema que estamos tratando en esta clase. (ser)	sea	sea	ES_5	True	N/A
elSubjuntivo_8.2	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	No entiendo que sea tan difícil de comprender, cuando hay tanta información disponible para ayudar a entender el tema que <gap> tratando en esta clase. (estar)	estamos	están	ES_1	True	N/A
elSubjuntivo_8.2	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	No entiendo que sea tan difícil de comprender, cuando hay tanta información disponible para ayudar a entender el tema que <gap> tratando en esta clase. (estar)	estamos	estamos	ES_2	True	N/A
elSubjuntivo_8.2	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	No entiendo que sea tan difícil de comprender, cuando hay tanta información disponible para ayudar a entender el tema que <gap> tratando en esta clase. (estar)	estamos	estamos	ES_3	True	N/A
elSubjuntivo_8.2	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	No entiendo que sea tan difícil de comprender, cuando hay tanta información disponible para ayudar a entender el tema que <gap> tratando en esta clase. (estar)	estamos	está	ES_4	True	N/A
elSubjuntivo_8.2	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	No entiendo que sea tan difícil de comprender, cuando hay tanta información disponible para ayudar a entender el tema que <gap> tratando en esta clase. (estar)	estamos	está	ES_5	True	N/A
elSubjuntivo_9	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Después de sufrir tanto estrés necesitaba que me <gap> . (tranquilizar)	tranquilizaran	tranquilizaran	ES_1	True	N/A
elSubjuntivo_9	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Después de sufrir tanto estrés necesitaba que me <gap> . (tranquilizar)	tranquilizaran	tranquilizara	ES_2	True	N/A
elSubjuntivo_9	gapFilling	Rellena la forma requerida del verbo (indicativo o subjuntivo) en el hueco. El verbo a rellenar está detrás de la frase entre paréntesis.	Después de sufrir tanto estrés necesitaba que me <gap> . (tranquilizar)	tranquilizaran	tranquilizara	ES_3	True	N/A
